Root,No of derevatives found,derevatives found,Root Length,Has Vowel,Full Text
جلل,1, الْجَلاَلِ,3,no vowel,الْجَلاَلِ (2)
جلو,3, تَجَلَّى جَلاَّهَا يُجَلِّيهَا,3,vowel,الْجَلاَءَ (1) [تَجَلَّى] (2) [جَلاَّهَا] (1) [يُجَلِّيهَا] (1)
جمح,1, يَجْمَحُونَ,3,no vowel,يَجْمَحُونَ (1)
جمد,1, جَامِدَةً,3,no vowel,جَامِدَةً (1)
جمع,35, اجْتَمَعَتِ اجْتَمَعُوا الْجَمْعَانِ الْجَمْعُ الْجَمْعِ الْجُمُعَةِ تَجْمَعُوا جَامِعٍ جَامِعُ جَمَعَ جَمَعُوا جَمَعْنَاكُم جَمَعْنَاهُم جَمِيعًا جَمِيعٌ جَمْعًا جَمْعَهُ جَمْعُكُم جَمْعِهِم فَجَمَعَ فَجَمَعْنَاهُم فَجُمِعَ لَجَمَعَهُم لَجَمِيعٌ لَمَجْمُوعُونَ لَيَجْمَعَنَّكُم مَجْمَعَ مَجْمُوعٌ مُجْتَمِعُونَ نَجْمَعَ وَجَمَعَ وَجُمِعَ يَجْمَعُ يَجْمَعُكُم يَجْمَعُونَ,3,no vowel,(7/5) أَجْمَعُوا (1) أَجْمَعُونَ (3) أَجْمَعِينَ (23) اجْتَمَعَتِ (1) [اجْتَمَعُوا] (1) الْجَمْعَانِ (4) الْجَمْعُ (1) الْجَمْعِ (2) الْجُمُعَةِ (1) [تَجْمَعُوا] (1) جَامِعٍ (1) جَامِعُ (2) جَمَعَ (1) [جَمَعُوا] (1) [جَمَعْنَاكُم] (1) [جَمَعْنَاهُم] (1) [جَمِيعًا] (49) جَمِيعٌ (3) [جَمْعًا] (3) جَمْعَهُ (1) [جَمْعُكُم] (1) [جَمْعِهِم] (1) فَأَجْمِعُوا (2) فَجَمَعَ (1) فَ[جَمَعْنَاهُم] (1) فَجُمِعَ (1) لَ[جَمَعَ]هُم (1) لَجَمِيعٌ (1) لَمَجْمُوعُونَ (1) [لَيَجْمَعَنَّكُم] (2) مَجْمَعَ (2) مَجْمُوعٌ (1) مُجْتَمِعُونَ (1) نَجْمَعَ (1) وَأَجْمَعُوا (1) وَجَمَعَ (1) وَجُمِعَ (1) يَجْمَعُ (3) [يَجْمَعُ]كُم (2) [يَجْمَعُ]ونَ (3)
جمل,7, الْجَمَلُ الْجَمِيلَ جَمَالٌ جَمِيلاً جَمِيلٌ جُمْلَةً جِمَالَتٌ,3,no vowel,الْجَمَلُ (1) الْجَمِيلَ (1) جَمَالٌ (1) جَمِيلاً (4) جَمِيلٌ (2) جُمْلَةً (1) جِمَالَتٌ (1)
جمم,1, جَمًّا,3,no vowel,[جَمًّا] (1)
جنب,26, اجْتَنَبُوا اجْتَنِبُوا الْجُنُبِ بِالْجَنبِ بِجَانِبِ بِجَانِبِهِ تَجْتَنِبُوا جَانِبٍ جَانِبَ جَانِبِ جَنبِ جُنُبًا جُنُبٍ جُنُوبُهَا جُنُوبُهُم جُنُوبِكُم جُنُوبِهِم فَاجْتَنِبُوا فَاجْتَنِبُوهُ لِجَنبِهِ وَاجْتَنِبُوا وَاجْنُبْنِي وَجُنُوبُهُم وَسَيُجَنَّبُهَا وَيَتَجَنَّبُهَا يَجْتَنِبُونَ,3,no vowel,[اجْتَنَبُوا] (1) [اجْتَنِبُوا] (1) الْجُنُبِ (1) بِالْجَنبِ (1) بِجَانِبِ (2) [بِجَانِبِ]هِ (2) [تَجْتَنِبُوا] (1) جَانِبٍ (1) جَانِبَ (2) جَانِبِ (2) جَنبِ (1) [جُنُبًا] (2) جُنُبٍ (1) [جُنُوبُهَا] (1) [جُنُوبُهُم] (1) [جُنُوبِكُم] (1) [جُنُوبِهِم] (1) فَ[اجْتَنِبُوا] (1) فَاجْتَنِبُوهُ (1) لِ[جَنبِ]هِ (1) وَ[اجْتَنِبُوا] (2) [وَاجْنُبْنِي] (1) وَ[جُنُوبُهُم] (1) [وَسَيُجَنَّبُهَا] (1) [وَيَتَجَنَّبُهَا] (1) يَجْتَنِبُونَ (2)
جنح,8, بِجَنَاحَيْهِ جَنَاحَ جَنَاحَكَ جَنَاحِكَ جَنَحُوا جُنَاحٌ جُنَاحَ فَاجْنَح,3,no vowel,أَجْنِحَةٍ (1) بِ[جَنَاحَ]يْهِ (1) جَنَاحَ (1) [جَنَاحَ]كَ (3) جَنَاحِكَ (1) [جَنَحُوا] (1) جُنَاحٌ (9) جُنَاحَ (16) [فَاجْنَح] (1)
جند,19, الْجُنُودِ بِالْجُنُودِ بِجُنُودٍ بِجُنُودِهِ جُندًا جُندٌ جُندٍ جُندَنَا جُنُودًا جُنُودٌ جُنُودَ جُنُودُ جُنُودُهُ وَجُنُودًا وَجُنُودَهُ وَجُنُودَهُمَا وَجُنُودُ وَجُنُودُهُ وَجُنُودِهِ,3,no vowel,(7/6) الْجُنُودِ (1) بِالْجُنُودِ (1) بِجُنُودٍ (2) بِجُنُودِهِ (1) [جُندًا] (1) جُندٌ (4) جُندٍ (1) [جُندَنَا] (1) [جُنُودًا] (1) جُنُودٌ (1) جُنُودَ (1) جُنُودُ (2) [جُنُودُ]هُ (1) وَ[جُنُودًا] (1) وَ[جُنُودَ]هُ (2) وَ[جُنُودَ]هُمَا (2) وَجُنُودُ (1) وَ[جُنُودُ]هُ (3) وَجُنُودِهِ (2)
جنف,2, جَنَفًا مُتَجَانِفٍ,3,no vowel,[جَنَفًا] (1) مُتَجَانِفٍ (1)
جنن,45, الْجَانَّ الْجَنَّاتِ الْجَنَّةَ الْجَنَّةُ الْجَنَّةِ الْجَنَّتَيْنِ الْجِنَّ الْجِنَّةُ الْجِنَّةِ الْجِنُّ الْجِنِّ بِالْجَنَّةِ بِجَنَّتَيْهِم بِمَجْنُونٍ جَانٌّ جَنَّ جَنَّاتٌ جَنَّاتٍ جَنَّاتُ جَنَّاتِ جَنَّةً جَنَّةٌ جَنَّةٍ جَنَّةَ جَنَّةُ جَنَّةِ جَنَّتَانِ جَنَّتَكَ جَنَّتَهُ جَنَّتَيْنِ جَنَّتِكَ جَنَّتِي جُنَّةً جِنَّةٌ جِنَّةٍ لَمَجْنُونٌ مَجْنُونٌ مَجْنُونٍ وَالْجَانَّ وَالْجِنُّ وَالْجِنِّ وَجَنَّاتٌ وَجَنَّاتٍ وَجَنَّةٍ وَجَنَّتُ,3,no vowel,أَجِنَّةٌ (1) الْجَانَّ (1) الْ[جَنَّ]اتِ (1) الْ[جَنَّ]ةَ (19) الْ[جَنَّ]ةُ (6) الْ[جَنَّ]ةِ (26) الْ[جَنَّ]تَيْنِ (2) الْجِنَّ (3) [الْجِنَّ]ةُ (1) [الْجِنَّ]ةِ (4) الْجِنُّ (1) الْجِنِّ (15) بِالْ[جَنَّ]ةِ (1) [بِ[جَنَّ]تَيْهِم] (1) بِمَجْنُونٍ (2) جَانٌّ (5) جَنَّ (1) [جَنَّ]اتٌ (5) [جَنَّ]اتٍ (37) [جَنَّ]اتُ (9) [جَنَّ]اتِ (11) [جَنَّ]ةً (1) [جَنَّ]ةٌ (3) [جَنَّ]ةٍ (3) [جَنَّ]ةَ (1) [جَنَّ]ةُ (2) [جَنَّ]ةِ (1) [جَنَّ]تَانِ (3) [جَنَّ]تَكَ (1) [جَنَّ]تَهُ (1) [جَنَّ]تَيْنِ (2) [جَنَّ]تِكَ (1) [جَنَّ]تِي (1) جُنَّةً (2) جِنَّةٌ (3) جِنَّةٍ (2) لَمَجْنُونٌ (3) مَجْنُونٌ (4) مَجْنُونٍ (2) وَالْجَانَّ (1) وَالْجِنُّ (2) وَالْجِنِّ (1) وَ[جَنَّ]اتٌ (2) وَ[جَنَّ]اتٍ (4) وَ[جَنَّ]ةٍ (2) وَ[جَنَّ]تُ (1)
جني,2, جَنِيًّا وَجَنَى,3,vowel,[جَنِيًّا] (1) [وَجَنَى] (1)
جهد,19, الْمُجَاهِدِينَ جَاهَدَ جَاهَدَاكَ جَاهَدُوا جَاهِدِ جَهْدَ جُهْدَهُم جِهَادًا جِهَادِهِ وَالْمُجَاهِدُونَ وَتُجَاهِدُونَ وَجَاهَدَ وَجَاهَدُوا وَجَاهِدُوا وَجَاهِدْهُم وَجِهَادٍ يُجَاهِدُ يُجَاهِدُوا يُجَاهِدُونَ,3,no vowel,الْمُ[جَاهِدِ]ينَ (3) جَاهَدَ (1) [جَاهَدَ]اكَ (2) [جَاهَدُوا] (5) جَاهِدِ (2) جَهْدَ (5) [جُهْدَهُم] (1) [جِهَادًا] (2) جِهَادِهِ (1) وَالْمُجَاهِدُونَ (1) وَتُجَاهِدُونَ (1) وَجَاهَدَ (1) وَ[جَاهَدُوا] (6) [وَجَاهِدُوا] (4) [وَجَاهِدْهُم] (1) وَجِهَادٍ (1) يُجَاهِدُ (1) [يُجَاهِدُ]وا (2) [يُجَاهِدُ]ونَ (1)
جهر,11, اجْهَرُوا الْجَهْرَ الْجَهْرِ تَجْهَر تَجْهَرُوا جَهَرَ جَهْرَةً جِهَارًا كَجَهْرِ وَجَهْرًا وَجَهْرَكُم,3,no vowel,(7/7) [اجْهَرُوا] (1) الْجَهْرَ (3) الْجَهْرِ (1) [تَجْهَر] (2) [تَجْهَر]ُوا (1) جَهَرَ (1) جَهْرَةً (3) [جِهَارًا] (1) كَجَهْرِ (1) [وَجَهْرًا] (1) [وَجَهْرَكُم] (1)
جهز,2, بِجَهَازِهِم جَهَّزَهُم,3,no vowel,[بِجَهَازِهِم] (2) [جَهَّزَهُم] (2)
جهل,9, الْجَاهِلُ الْجَاهِلُونَ الْجَاهِلِينَ الْجَاهِلِيَّةِ بِجَهَالَةٍ تَجْهَلُونَ جَاهِلُونَ جَهُولاً يَجْهَلُونَ,3,no vowel,الْجَاهِلُ (1) [الْجَاهِلُ]ونَ (2) الْجَاهِلِينَ (6) الْجَاهِلِيَّةِ (4) بِجَهَالَةٍ (4) تَجْهَلُونَ (4) جَاهِلُونَ (1) جَهُولاً (1) يَجْهَلُونَ (1)
جهم,0,,3,no vowel,بِجَهَنَّمَ (2) جَهَنَّمَ (54) جَهَنَّمُ (18) لِجَهَنَّمَ (3)
جوب,19, اسْتَجَابُوا اسْتَجِيبُوا اسْتُجِيبَ الْمُجِيبُونَ جَابُوا جَوَابَ فَاسْتَجَابَ فَاسْتَجَبْتُم فَاسْتَجَبْنَا فَتَسْتَجِيبُونَ فَلْيَسْتَجِيبُوا مُجِيبٌ نُجِب وَيَسْتَجِيبُ يَسْتَجِيبُ يَسْتَجِيبُوا يَسْتَجِيبُونَ يُجِب يُجِيبُ,3,vowel,أَجَبْتُمُ (1) أَجِيبُوا (1) أَسْتَجِب (1) أُجِبْتُم (1) أُجِيبَت (1) أُجِيبُ (1) [اسْتَ[جَابُوا]] (4) [اسْتَجِيبُوا] (2) اسْتُجِيبَ (1) الْمُجِيبُونَ (1) [جَابُوا] (1) جَوَابَ (4) فَاسْتَجَابَ (3) [فَاسْتَجَبْتُم] (1) [فَاسْتَجَبْنَا] (4) فَتَسْتَجِيبُونَ (1) [فَلْ[يَسْتَجِيبُ]وا] (2) مُجِيبٌ (1) [نُجِب] (1) وَيَسْتَجِيبُ (1) يَسْتَجِيبُ (2) [يَسْتَجِيبُ]وا (5) [يَسْتَجِيبُ]ونَ (1) [يُجِب] (1) يُجِيبُ (1)
جود,3, الْجُودِيِّ الْجِيَادُ جِيدِهَا,3,vowel,الْجُودِيِّ (1) الْجِيَادُ (1) [جِيدِهَا] (1)
جور,9, اسْتَجَارَكَ جَارٌ مُتَجَاوِرَاتٌ وَالْجَارِ وَيُجِرْكُم يُجَارُ يُجَاوِرُونَكَ يُجِيرَنِي يُجِيرُ,3,vowel,اسْتَجَارَكَ (1) جَائِرٌ (1) جَارٌ (1) مُتَجَاوِرَاتٌ (1) وَالْجَارِ (2) [وَيُجِرْكُم] (1) يُجَارُ (1) يُجَاوِرُونَكَ (1) [يُجِيرَنِي] (1) يُجِيرُ (2)
جوز,5, جَازٍ جَاوَزَا جَاوَزَهُ وَجَاوَزْنَا وَنَتَجَاوَزُ,3,vowel,جَازٍ (1) [جَاوَزَا] (1) جَاوَزَهُ (1) [وَجَاوَزْنَا] (2) وَنَتَجَاوَزُ (1)
جوع,4, الْجُوعِ تَجُوعَ جُوعٍ وَالْجُوعِ,3,vowel,الْجُوعِ (1) تَجُوعَ (1) جُوعٍ (2) وَالْجُوعِ (1) (7/8)
جوف,1, جَوْفِهِ,3,vowel,جَوْفِهِ (1)
جوو,1, جَوِّ,3,vowel,جَوِّ (1)
جيء,56, جَاءَ جَاءَت جَاءَتِ جَاءَتْكَ جَاءَتْكُم جَاءَتْكُمُ جَاءَتْنَا جَاءَتْهَا جَاءَتْهُ جَاءَتْهُم جَاءَتْهُمُ جَاءَكَ جَاءَكُم جَاءَكُمُ جَاءَنَا جَاءَنِي جَاءَنِيَ جَاءَهَا جَاءَهُ جَاءَهُم جَاءَهُمُ جَاءُو جَاءُوا جَاءُوكَ جَاءُوكُم جَاءُوهَا جِئْتَ جِئْتَنَا جِئْتَهُم جِئْتُكَ جِئْتُكُم جِئْتُم جِئْتِ جِئْنَا جِئْنَاكَ جِئْنَاكُم جِئْنَاهُم فَجَاءَ فَجَاءَتْهُ فَجَاءَهَا فَجَاءُوهُم لَجَاءَهُمُ وَجَاءَ وَجَاءَت وَجَاءَتْهُ وَجَاءَتْهُم وَجَاءَكَ وَجَاءَكُمُ وَجَاءَهُ وَجَاءَهُم وَجَاءَهُمُ وَجَاءُو وَجِئْتُكَ وَجِئْتُكُم وَجِئْنَا وَجِايءَ,3,vowel,أَ[جِئْتَ]نَا (5) جَاءَ (57) [جَاءَ]ت (8) [جَاءَ]تِ (2) [جَاءَ]تْكَ (1) [جَاءَ]تْكُم (4) [جَاءَ]تْكُمُ (1) [جَاءَ]تْنَا (1) [جَاءَ]تْهَا (1) [جَاءَ]تْهُ (1) [جَاءَ]تْهُم (11) [جَاءَ]تْهُمُ (7) [جَاءَ]كَ (11) [جَاءَ]كُم (21) [جَاءَ]كُمُ (4) [جَاءَ]نَا (6) [جَاءَ]نِي (2) [جَاءَ]نِيَ (1) [جَاءَ]هَا (2) [جَاءَ]هُ (7) [جَاءَ]هُم (30) [جَاءَ]هُمُ (11) [جَاءُو] (4) [جَاءُوا] (2) جَاءُوكَ (5) [جَاءُوكُم] (3) [جَاءُوهَا] (3) جِئْتَ (5) [جِئْتَ]نَا (2) [جِئْتَ]هُم (2) جِئْتُكَ (1) [جِئْتُكُم] (4) [جِئْتُم] (2) [جِئْتُم]ُونَا (2) جِئْتِ (1) [جِئْنَا] (4) جِئْنَاكَ (3) [جِئْنَاكُم] (1) [جِئْنَاهُم] (1) فَأَ[جَاءَ]هَا (1) فَجَاءَ (1) فَ[جَاءَ]تْهُ (1) فَ[جَاءَ]هَا (1) [فَجَاءُوهُم] (2) لَ[جَاءَ]هُمُ (1) وَجَاءَ (10) وَ[جَاءَ]ت (3) وَ[جَاءَ]تْهُ (1) وَ[جَاءَ]تْهُم (2) وَ[جَاءَ]كَ (1) وَ[جَاءَ]كُمُ (1) وَ[جَاءَ]هُ (1) وَ[جَاءَ]هُم (1) وَ[جَاءَ]هُمُ (2) وَ[جَاءُو] (3) وَجِئْتُكَ (1) وَ[جِئْتُكُم] (1) وَ[جِئْنَا] (3) وَجِايءَ (2)
جيب,2, جَيْبِكَ جُيُوبِهِنَّ,3,vowel,جَيْبِكَ (2) جُيُوبِهِنَّ (1)
جيس,1, فَجَاسُوا,3,vowel,[فَجَاسُوا] (1) (7/9) معجم كلمات القرآن الكريم حسب الجذور ح ---
حاش,1, حَاشَ,3,vowel,حَاشَ (2)
حبب,30, اسْتَحَبُّوا الْحَبِّ تُحِبُّوا تُحِبُّونَ تُحِبُّونَهَا تُحِبُّونَهُم حَبًّا حَبَّبَ حَبَّةٍ حُبًّا حُبَّ حُبُّ حُبِّهِ فَاسْتَحَبُّوا كَحُبِّ لِحُبِّ مَحَبَّةً وَالْحَبُّ وَتُحِبُّونَ وَحَبَّ وَيُحِبُّ وَيُحِبُّونَ وَيُحِبُّونَهُ يَسْتَحِبُّونَ يُحِبُّ يُحِبُّهُم يُحِبُّونَ يُحِبُّونَكُم يُحِبُّونَهُم يُحْبِبْكُمُ,3,no vowel,أَحَبَّ (1) أَحَبُّ (2) أَحْبَبْتَ (1) أَحْبَبْتُ (1) أَيُحِبُّ (1) أُحِبُّ (1) [اسْتَحَبُّوا] (2) الْحَبِّ (1) [تُحِبُّوا] (1) تُحِبُّونَ (6) [تُحِبُّونَ]هَا (1) [تُحِبُّونَ]هُم (1) [حَبًّا] (4) حَبَّبَ (1) حَبَّةٍ (5) [حُبًّا] (3) حُبَّ (1) حُبُّ (1) حُبِّهِ (2) فَ[اسْتَحَبُّوا] (1) كَحُبِّ (1) لِحُبِّ (1) مَحَبَّةً (1) وَأَحِبَّاؤُهُ (1) وَالْحَبُّ (1) وَتُحِبُّونَ (1) وَحَبَّ (1) وَيُحِبُّ (1) [وَيُحِبُّ]ونَ (1) [وَيُحِبُّ]ونَهُ (1) يَسْتَحِبُّونَ (1) يُحِبُّ (39) [يُحِبُّ]هُم (1) [يُحِبُّ]ونَ (4) [يُحِبُّ]ونَكُم (1) [يُحِبُّ]ونَهُم (1) يُحْبِبْكُمُ (1)
حبر,2, تُحْبَرُونَ يُحْبَرُونَ,3,no vowel,أَحْبَارَهُم (1) الأَحْبَارِ (1) تُحْبَرُونَ (1) وَالأَحْبَارُ (2) يُحْبَرُونَ (1)
حبس,2, تَحْبِسُونَهُمَا يَحْبِسُهُ,3,no vowel,[تَحْبِسُونَهُمَا] (1) يَحْبِسُهُ (1)
حبط,8, تَحْبَطَ حَبِطَ حَبِطَت فَحَبِطَت لَحَبِطَ لَيَحْبَطَنَّ وَحَبِطَ وَسَيُحْبِطُ,3,no vowel,تَحْبَطَ (1) حَبِطَ (1) [حَبِطَ]ت (6) فَأَحْبَطَ (3) فَ[حَبِطَ]ت (1) لَحَبِطَ (1) لَيَحْبَطَنَّ (1) وَحَبِطَ (1) وَسَيُحْبِطُ (1)
حبك,1, الْحُبُكِ,3,no vowel,الْحُبُكِ (1)
حبل,7, بِحَبْلٍ بِحَبْلِ حَبْلٌ حَبْلِ حِبَالَهُم حِبَالُهُم وَحَبْلٍ,3,no vowel,بِحَبْلٍ (1) بِحَبْلِ (1) حَبْلٌ (1) حَبْلِ (1) [حِبَالَهُم] (1) [حِبَالُهُم] (1) وَحَبْلٍ (1)
حتم,1, حَتْمًا,3,no vowel,[حَتْمًا] (1)
حتى,1, حَتَّى,3,vowel,[حَتَّى] (142) (8/1)
حثث,1, حَثِيثًا,3,no vowel,[حَثِيثًا] (1)
حجب,5, بِالْحِجَابِ حِجَابًا حِجَابٌ حِجَابٍ لَمَحْجُوبُونَ,3,no vowel,بِالْحِجَابِ (1) [حِجَابًا] (2) حِجَابٌ (2) حِجَابٍ (2) لَمَحْجُوبُونَ (1)
حجج,25, الْحَاجِّ الْحَجَّ الْحَجُّ الْحَجِّ الْحُجَّةُ بِالْحَجِّ تُحَاجُّونَ حَاجَجْتُم حَاجَّ حَاجَّكَ حَاجُّوكَ حَجَّ حُجَّةٌ حُجَّةَ حُجَّتَهُم حُجَّتُنَا حُجَّتُهُم حِجَجٍ حِجُّ لِيُحَاجُّوكُم وَالْحَجِّ وَحَاجَّهُ يَتَحَاجُّونَ يُحَاجُّوكُم يُحَاجُّونَ,3,no vowel,أَ[تُحَاجُّونَ]نَا (1) أَتُحَاجُّونِّي (1) الْحَاجِّ (1) الْحَجَّ (2) الْحَجُّ (1) الْحَجِّ (4) الْحُجَّةُ (1) بِالْحَجِّ (1) تُحَاجُّونَ (2) [حَاجَجْتُم] (1) حَاجَّ (1) [حَاجَّ]كَ (1) حَاجُّوكَ (1) حَجَّ (1) حُجَّةٌ (2) حُجَّةَ (1) [حُجَّتَهُم] (1) [حُجَّتُنَا] (1) [حُجَّتُهُم] (1) حِجَجٍ (1) حِجُّ (1) [لِ[يُحَاجُّوكُم]] (1) وَالْحَجِّ (1) وَ[حَاجَّ]هُ (1) يَتَحَاجُّونَ (1) [يُحَاجُّوكُم] (1) يُحَاجُّونَ (1)
حجر,14, الْحَجَرَ الْحُجُرَاتِ الْحِجَارَةِ الْحِجْرِ بِحِجَارَةٍ حُجُورِكُم حِجَارَةً حِجْرًا حِجْرٌ حِجْرٍ كَالْحِجَارَةِ مَحْجُورًا وَالْحِجَارَةُ وَحِجْرًا,3,no vowel,الْحَجَرَ (2) الْحُجُرَاتِ (1) الْحِجَارَةِ (1) الْحِجْرِ (1) بِحِجَارَةٍ (1) [حُجُورِكُم] (1) حِجَارَةً (5) [حِجْرًا] (1) حِجْرٌ (1) حِجْرٍ (1) كَالْحِجَارَةِ (1) [مَحْجُورًا] (2) وَالْحِجَارَةُ (2) وَ[حِجْرًا] (1)
حجز,2, حَاجِزًا حَاجِزِينَ,3,no vowel,[حَاجِزًا] (1) حَاجِزِينَ (1)
