Term,Normalized Term,Root,Is Sure,Source
الْأَبُّ,الأب,	أب ب,TRUE,mukhtar.bok
الْأَصِيدُ,الأصيد,	أص د,TRUE,mukhtar.bok
آصَدْتُ,أاصدت,	أص د,TRUE,mukhtar.bok
مُؤْصَدَةٌ,مأصدة,	أص د,TRUE,mukhtar.bok
أَصَرَهُ,أصره,	أص ر,TRUE,mukhtar.bok
الْإِصْرُ,الأصر,	أص ر,TRUE,mukhtar.bok
الْأَصْلُ,الأصل,	أص ل,TRUE,mukhtar.bok
الْأُصُولِ,الأصول,	أص ل,TRUE,mukhtar.bok
مُؤَصَّلٌ,مأصل,	أص ل,TRUE,mukhtar.bok
اسْتَأْصَلَهُ,استأصله,	أص ل,TRUE,mukhtar.bok
الْأَصْلُ,الأصل,	أص ل,TRUE,mukhtar.bok
الْأَصِيلُ,الأصيل,	أص ل,TRUE,mukhtar.bok
أُصُلٌ,أصل,	أص ل,TRUE,mukhtar.bok
آصَالٌ,أاصال,	أص ل,TRUE,mukhtar.bok
أَصَائِلُ,أصاأل,	أص ل,TRUE,mukhtar.bok
أُصْلَانٌ,أصلان,	أص ل,TRUE,mukhtar.bok
آصَلَ,أاصل,	أص ل,TRUE,mukhtar.bok
مُؤْصِلًا,مأصلا,	أص ل,TRUE,mukhtar.bok
أَصِيلُ,أصيل,	أص ل,TRUE,mukhtar.bok
أَصُلَ,أصل,	أص ل,TRUE,mukhtar.bok
أَصِيلٌ,أصيل,	أص ل,TRUE,mukhtar.bok
أَصَالَةٍ,أصالة,	أص ل,TRUE,mukhtar.bok
الْأَصَلَةُ,الأصلة,	أص ل,TRUE,mukhtar.bok
أُفًّا,أفا,	أف ف,TRUE,mukhtar.bok
أُفَّةً,أفة,	أف ف,TRUE,mukhtar.bok
أَفَّفَ تَأْفِيفًا,أففتأفيفا,	أف ف,TRUE,mukhtar.bok
الْآفَاقُ,الأافاق,	أف ق,TRUE,mukhtar.bok
أُفُقٌ,أفق,	أف ق,TRUE,mukhtar.bok
أُفْقٌ,أفق,	أف ق,TRUE,mukhtar.bok
أَفَقِيٌّ,أفقي,	أف ق,TRUE,mukhtar.bok
آفَاقِ,أافاق,	أف ق,TRUE,mukhtar.bok
أُفُقِيٌّ,أفقي,	أف ق,TRUE,mukhtar.bok
الْإِفْكُ,الأفك,	أف ك,TRUE,mukhtar.bok
أَفَّاكٌ,أفاك,	أف ك,TRUE,mukhtar.bok
الْأَفْكُ,الأفك,	أف ك,TRUE,mukhtar.bok
أَفَكَهُ,أفكه,	أف ك,TRUE,mukhtar.bok
أْتَفَكَتِ,أتفكت,	أف ك,TRUE,mukhtar.bok
الْمُؤْتَفِكَاتُ,المأتفكات,	أف ك,TRUE,mukhtar.bok
الْمَأْفُوكُ,المأفوك,	أف ك,TRUE,mukhtar.bok
أَفَلَ,أفل,	أف ل,TRUE,mukhtar.bok
الْأَقِطُ,الأقط,	أق ط,TRUE,mukhtar.bok
إِقْطٌ,أقط,	أق ط,TRUE,mukhtar.bok
التَّأْكِيدُ,التأكيد,	أك د,TRUE,mukhtar.bok
أَكَّدَ,أكد,	أك د,TRUE,mukhtar.bok
الْأَكَرَةُ,الأكرة,	أك ر,TRUE,mukhtar.bok
أَكَّارٍ,أكار,	أك ر,TRUE,mukhtar.bok
إِكَافُ,أكاف,	أك ف,TRUE,mukhtar.bok
أُكُفٌ,أكف,	أك ف,TRUE,mukhtar.bok
آكَفَ,أاكف,	أك ف,TRUE,mukhtar.bok
أَوْكَفَهُ,أوكفه,	أك ف,TRUE,mukhtar.bok
أَكَلَ,أكل,	أك ل,TRUE,mukhtar.bok
مَأْكَلًا,مأكلا,	أك ل,TRUE,mukhtar.bok
الْأَكْلَةُ,الأكلة,	أك ل,TRUE,mukhtar.bok
الْإِكْلَةُ,الأكلة,	أك ل,TRUE,mukhtar.bok
الْأُكُلُ,الأكل,	أك ل,TRUE,mukhtar.bok
مَأْكُولٍ,مأكول,	أك ل,TRUE,mukhtar.bok
أُكَلَةٌ,أكلة,	أك ل,TRUE,mukhtar.bok
آكَلَهُ إِيكَالًا,أاكلهأيكالا,	أك ل,TRUE,mukhtar.bok
آكَلَهُ مُؤَاكَلَةً,أاكلهمأاكلة,	أك ل,TRUE,mukhtar.bok
أَكَلَتِ,أكلت,	أك ل,TRUE,mukhtar.bok
آكَلَهَا,أاكلها,	أك ل,TRUE,mukhtar.bok
الْمَأْكَلُ,المأكل,	أك ل,TRUE,mukhtar.bok
الْمَأْكَلَةُ,المأكلة,	أك ل,TRUE,mukhtar.bok
الْأَكُولَةُ,الأكولة,	أك ل,TRUE,mukhtar.bok
الْأَكِيلَةُ,الأكيلة,	أك ل,TRUE,mukhtar.bok
الْمَأْكُولَةُ,المأكولة,	أك ل,TRUE,mukhtar.bok
ائْتَكَلَتْ,اأتكلت,	أك ل,TRUE,mukhtar.bok
تَأَكَّلَتْ,تأكلت,	أك ل,TRUE,mukhtar.bok
يَسْتَأْكِلُ,يستأكل,	أك ل,TRUE,mukhtar.bok
أَلَا,ألا,	أل ا,TRUE,mukhtar.bok
إِلَّا,ألا,	أل ا,TRUE,mukhtar.bok
إِلَّا,ألا,	أل ا,TRUE,mukhtar.bok
أَلَتَهُ,ألته,	أل ت,TRUE,mukhtar.bok
إِلْيَاسُ,ألياس,	أل س,TRUE,mukhtar.bok
الْأَلْفُ,الألف,	أل ف,TRUE,mukhtar.bok
أُلُوفٌ,ألوف,	أل ف,TRUE,mukhtar.bok
آلَافٌ,أالاف,	أل ف,TRUE,mukhtar.bok
الْإِلْفُ,الألف,	أل ف,TRUE,mukhtar.bok
الْأَلِيفُ,الأليف,	أل ف,TRUE,mukhtar.bok
أَلَائِفُ,ألاأف,	أل ف,TRUE,mukhtar.bok
الْأُلَّافُ,الألاف,	أل ف,TRUE,mukhtar.bok
آلِفٍ,أالف,	أل ف,TRUE,mukhtar.bok
أَلِفَ,ألف,	أل ف,TRUE,mukhtar.bok
إِلْفًا,ألفا,	أل ف,TRUE,mukhtar.bok
آلَفَهُ,أالفه,	أل ف,TRUE,mukhtar.bok
إِيلَافًا,أيلافا,	أل ف,TRUE,mukhtar.bok
آلَفْتُ,أالفت,	أل ف,TRUE,mukhtar.bok
مُؤَالَفَةً,مأالفة,	أل ف,TRUE,mukhtar.bok
إِلَافًا,ألافا,	أل ف,TRUE,mukhtar.bok
أَلَّفَ,ألف,	أل ف,TRUE,mukhtar.bok
فَتَأَلَّفَا,فتألفا,	أل ف,TRUE,mukhtar.bok
أْتَلَفَا,أتلفا,	أل ف,TRUE,mukhtar.bok
مُؤَلَّفَةٌ,مألفة,	أل ف,TRUE,mukhtar.bok
تَأَلَّفَهُ,تألفه,	أل ف,TRUE,mukhtar.bok
الْمُؤَلَّفَةُ,المألفة,	أل ف,TRUE,mukhtar.bok
تَأَلَّقَ,تألق,	أل ق,TRUE,mukhtar.bok
أْتَلَقَ,أتلق,	أل ق,TRUE,mukhtar.bok
الْأَلَمُ,الألم,	أل م,TRUE,mukhtar.bok
التَّأَلُّمُ,التألم,	أل م,TRUE,mukhtar.bok
الْإِيلَامُ,الأيلام,	أل م,TRUE,mukhtar.bok
الْأَلِيمُ,الأليم,	أل م,TRUE,mukhtar.bok
أَلَهَ,أله,	أل هـ,TRUE,mukhtar.bok
إِلَاهَةً,ألاهة,	أل هـ,TRUE,mukhtar.bok
إِلَاهَتَكَ,ألاهتك,	أل هـ,TRUE,mukhtar.bok
إِلَاهٌ,ألاه,	أل هـ,TRUE,mukhtar.bok
الْإِلَهُ,الأله,	أل هـ,TRUE,mukhtar.bok
إِلَاهَةُ,ألاهة,	أل هـ,TRUE,mukhtar.bok
الْآلِهَةُ,الأالهة,	أل هـ,TRUE,mukhtar.bok
التَّأْلِيهُ,التأليه,	أل هـ,TRUE,mukhtar.bok
التَّأَلُّهُ,التأله,	أل هـ,TRUE,mukhtar.bok
أَلِهَ,أله,	أل هـ,TRUE,mukhtar.bok
أَلَا,ألا,	أل ا,TRUE,mukhtar.bok
يَأْلُوكَ,يألوك,	أل ا,TRUE,mukhtar.bok
آلٍ,أال,	أل ا,TRUE,mukhtar.bok
الْآلَاءُ,الأالاأ,	أل ا,TRUE,mukhtar.bok
أَلًى,ألى,	أل ا,TRUE,mukhtar.bok
آلَى,أالى,	أل ا,TRUE,mukhtar.bok
إِيلَاءً,أيلاأ,	أل ا,TRUE,mukhtar.bok
تَأَلَّى,تألى,	أل ا,TRUE,mukhtar.bok
أْتَلَى,أتلى,	أل ا,TRUE,mukhtar.bok
الْأَلِيَّةُ,الألية,	أل ا,TRUE,mukhtar.bok
أَلَايَا,ألايا,	أل ا,TRUE,mukhtar.bok
الْأَلْيَةُ,الألية,	أل ا,TRUE,mukhtar.bok
إِلَى,ألى,	إ ل ي,TRUE,mukhtar.bok
الْأَمَدُ,الأمد,	أم د,TRUE,mukhtar.bok
أُمُورُهُ,أموره,	أم ر,TRUE,mukhtar.bok
أَمَرَهُ,أمره,	أم ر,TRUE,mukhtar.bok
الْأَوَامِرُ,الأوامر,	أم ر,TRUE,mukhtar.bok
أَمَرَهُ,أمره,	أم ر,TRUE,mukhtar.bok
مَأْمُورَةٌ,مأمورة,	أم ر,TRUE,mukhtar.bok
آمَرَهُ,أامره,	أم ر,TRUE,mukhtar.bok
أَمِرَ,أمر,	أم ر,TRUE,mukhtar.bok
أَمَرَهُ,أمره,	أم ر,TRUE,mukhtar.bok
الْإِمَارَةِ,الأمارة,	أم ر,TRUE,mukhtar.bok
الْإِمْرُ,الأمر,	أم ر,TRUE,mukhtar.bok
الْأَمِيرُ,الأمير,	أم ر,TRUE,mukhtar.bok
أَمَرَ,أمر,	أم ر,TRUE,mukhtar.bok
إِمْرَةً,أمرة,	أم ر,TRUE,mukhtar.bok
أَمُرَ,أمر,	أم ر,TRUE,mukhtar.bok
إِمَارَةً,أمارة,	أم ر,TRUE,mukhtar.bok
أَمَّرَهُ تَأْمِيرًا,أمرهتأميرا,	أم ر,TRUE,mukhtar.bok
تَأَمَّرَ,تأمر,	أم ر,TRUE,mukhtar.bok
آمَرَهُ,أامره,	أم ر,TRUE,mukhtar.bok
مُؤَامَرَةً,مأامرة,	أم ر,TRUE,mukhtar.bok
أْتَمَرَ,أتمر,	أم ر,TRUE,mukhtar.bok
الِائْتِمَارُ,الاأتمار,	أم ر,TRUE,mukhtar.bok
الِاسْتِئْمَارُ,الاستأمار,	أم ر,TRUE,mukhtar.bok
التَّآمُرُ,التأامر,	أم ر,TRUE,mukhtar.bok
الْأَمَارَةُ,الأمارة,	أم ر,TRUE,mukhtar.bok
الْأَمَارُ,الأمار,	أم ر,TRUE,mukhtar.bok
أَمْسِ,أمس,	أم س,TRUE,mukhtar.bok
الْأَمَلُ,الأمل,	أم ل,TRUE,mukhtar.bok
أَمَلَ,أمل,	أم ل,TRUE,mukhtar.bok
أَمَّلَهُ,أمله,	أم ل,TRUE,mukhtar.bok
تَأْمِيلًا,تأميلا,	أم ل,TRUE,mukhtar.bok
تَأَمَّلَ,تأمل,	أم ل,TRUE,mukhtar.bok
أُمُّ,أم,	أم م,TRUE,mukhtar.bok
الْأُمُّ,الأم,	أم م,TRUE,mukhtar.bok
أُمَّاتٌ,أمات,	أم م,TRUE,mukhtar.bok
أُمَّهَاتٍ,أمهات,	أم م,TRUE,mukhtar.bok
الْأُمَّاتُ,الأمات,	أم م,TRUE,mukhtar.bok
أَمَمْتِ,أممت,	أم م,TRUE,mukhtar.bok
أُمُومَةً,أمومة,	أم م,TRUE,mukhtar.bok
أُمَيْمَةٌ,أميمة,	أم م,TRUE,mukhtar.bok
أُمَّتِ,أمت,	أم م,TRUE,mukhtar.bok
أُمُّهُمْ,أمهم,	أم م,TRUE,mukhtar.bok
الْأُمَّةُ,الأمة,	أم م,TRUE,mukhtar.bok
الْأُمَّةُ,الأمة,	أم م,TRUE,mukhtar.bok
الْأُمَّةُ,الأمة,	أم م,TRUE,mukhtar.bok
الْأَمُّ,الأم,	أم م,TRUE,mukhtar.bok
أَمَّهُ,أمه,	أم م,TRUE,mukhtar.bok
أَمَّمَهُ تَأْمِيمًا,أممهتأميما,	أم م,TRUE,mukhtar.bok
تَأَمَّمَهُ,تأممه,	أم م,TRUE,mukhtar.bok
أَمَّهُ,أمه,	أم م,TRUE,mukhtar.bok
آمَّةً,أامة,	أم م,TRUE,mukhtar.bok
أَمَّ,أم,	أم م,TRUE,mukhtar.bok
إِمَامَةً,أمامة,	أم م,TRUE,mukhtar.bok
أْتَمَّ,أتم,	أم م,TRUE,mukhtar.bok
الْإِمَامُ,الأمام,	أم م,TRUE,mukhtar.bok
الْإِمَامُ,الأمام,	أم م,TRUE,mukhtar.bok
أَئِمَّةٌ,أأمة,	أم م,TRUE,mukhtar.bok
أَمَامَهُ,أمامه,	أم م,TRUE,mukhtar.bok
تَأَمَّمَ,تأمم,	أم م,TRUE,mukhtar.bok
أَمْ,أم,	أم م,TRUE,mukhtar.bok
الْأَمَانُ,الأمان,	أم ن,TRUE,mukhtar.bok
الْأَمَنَةُ,الأمنة,	أم ن,TRUE,mukhtar.bok
أَمِنَ,أمن,	أم ن,TRUE,mukhtar.bok
أَمَانًا,أمانا,	أم ن,TRUE,mukhtar.bok
أَمَنَةً,أمنة,	أم ن,TRUE,mukhtar.bok
آمِنٌ,أامن,	أم ن,TRUE,mukhtar.bok
آمَنَهُ,أامنه,	أم ن,TRUE,mukhtar.bok
الْأَمْنِ,الأمن,	أم ن,TRUE,mukhtar.bok
الْأَمَانِ,الأمان,	أم ن,TRUE,mukhtar.bok
الْإِيمَانُ,الأيمان,	أم ن,TRUE,mukhtar.bok
الْمُؤْمِنُ,المأمن,	أم ن,TRUE,mukhtar.bok
آمَنَ,أامن,	أم ن,TRUE,mukhtar.bok
الْأَمْنُ,الأمن,	أم ن,TRUE,mukhtar.bok
الْأَمَنَةُ,الأمنة,	أم ن,TRUE,mukhtar.bok
أَمِنَهُ,أمنه,	أم ن,TRUE,mukhtar.bok
أْتَمَنَهُ,أتمنه,	أم ن,TRUE,mukhtar.bok
اؤْتُمِنَ,اأتمن,	أم ن,TRUE,mukhtar.bok
اسْتَأْمَنَ,استأمن,	أم ن,TRUE,mukhtar.bok
الْأَمِينُ وَالْمَأْمُونُ,الأمينوالمأمون,	أم ن,TRUE,mukhtar.bok
أَمِينَ,أمين,	أم ن,TRUE,mukhtar.bok
أَمَّنَ,أمن,	أم ن,TRUE,mukhtar.bok
تَأْمِينًا,تأمينا,	أم ن,TRUE,mukhtar.bok
الْأَمَهُ,الأمه,	أم هـ,TRUE,mukhtar.bok
أَمِهَ,أمه,	أم هـ,TRUE,mukhtar.bok
الْأُمَّهَةُ,الأمهة,	أم هـ,TRUE,mukhtar.bok
أُمَّهَاتٌ,أمهات,	أم هـ,TRUE,mukhtar.bok
أُمَّاتٌ,أمات,	أم هـ,TRUE,mukhtar.bok
الْأَمَةُ,الأمة,	أم ا,TRUE,mukhtar.bok
إِمَاءٌ,أماأ,	أم ا,TRUE,mukhtar.bok
آمٌ,أام,	أم ا,TRUE,mukhtar.bok
إِمْوَانٌ,أموان,	أم ا,TRUE,mukhtar.bok
أَمَةٌ,أمة,	أم ا,TRUE,mukhtar.bok
الْأُمُوَّةِ,الأموة,	أم ا,TRUE,mukhtar.bok
إِمَّا,أما,	أم ا,TRUE,mukhtar.bok
أَمَّا,أما,	أم ا,TRUE,mukhtar.bok
أَمَا,أما,	أم ا,TRUE,mukhtar.bok
مَأْنُوتٌ,مأنوت,	أن ت,TRUE,mukhtar.bok
أَنَتَهُ,أنته,	أن ت,TRUE,mukhtar.bok
الْأُنْثَى إِنَاثٌ,الأنثىأناث,	أن ث,TRUE,mukhtar.bok
أُنُثٌ,أنث,	أن ث,TRUE,mukhtar.bok
الْأُنْثَيَانِ,الأنثيان,	أن ث,TRUE,mukhtar.bok
الْإِنْسُ,الأنس,	أن س,TRUE,mukhtar.bok
إِنْسِيٌّ,أنسي,	أن س,TRUE,mukhtar.bok
أَنَسِيٌّ,أنسي,	أن س,TRUE,mukhtar.bok
أَنَاسِيُّ,أناسي,	أن س,TRUE,mukhtar.bok
الْأَنَاسِيَةُ,الأناسية,	أن س,TRUE,mukhtar.bok
إِنْسَانٌ,أنسان,	أن س,TRUE,mukhtar.bok
أَنَاسِيُّ,أناسي,	أن س,TRUE,mukhtar.bok
أُنَيْسَانٌ,أنيسان,	أن س,TRUE,mukhtar.bok
الْأُنَاسُ,الأناس,	أن س,TRUE,mukhtar.bok
النَّاسِ,الناس,	أن س,TRUE,mukhtar.bok
اسْتَأْنَسَ,استأنس,	أن س,TRUE,mukhtar.bok
تَأَنَّسَ,تأنس,	أن س,TRUE,mukhtar.bok
الْأَنِيسُ,الأنيس,	أن س,TRUE,mukhtar.bok
أَنِيسٌ,أنيس,	أن س,TRUE,mukhtar.bok
آنَسَهُ,أانسه,	أن س,TRUE,mukhtar.bok
آنَسَ,أانس,	أن س,TRUE,mukhtar.bok
الْإِينَاسُ,الأيناس,	أن س,TRUE,mukhtar.bok
التَّأْنِيسُ,التأنيس,	أن س,TRUE,mukhtar.bok
مُؤْنِسًا,مأنسا,	أن س,TRUE,mukhtar.bok
يُونُسُ,يونس,	أن س,TRUE,mukhtar.bok
الْأَنَسُ,الأنس,	أن س,TRUE,mukhtar.bok
الْأَنَسُ,الأنس,	أن س,TRUE,mukhtar.bok
أَنِسَ,أنس,	أن س,TRUE,mukhtar.bok
أَنَسَةً,أنسة,	أن س,TRUE,mukhtar.bok
أَنَسَ,أنس,	أن س,TRUE,mukhtar.bok
أُنْسًا,أنسا,	أن س,TRUE,mukhtar.bok
الْأَنْفُ,الأنف,	أن ف,TRUE,mukhtar.bok
آنُفٌ,أانف,	أن ف,TRUE,mukhtar.bok
آنَافٌ,أاناف,	أن ف,TRUE,mukhtar.bok
أُنُوفٌ,أنوف,	أن ف,TRUE,mukhtar.bok
أَنْفُ,أنف,	أن ف,TRUE,mukhtar.bok
أُنُفٌ,أنف,	أن ف,TRUE,mukhtar.bok
اسْتُؤْنِفَ,استأنف,	أن ف,TRUE,mukhtar.bok
أَنِفَ,أنف,	أن ف,TRUE,mukhtar.bok
أَنَفَةً,أنفة,	أن ف,TRUE,mukhtar.bok
أَنِفَ,أنف,	أن ف,TRUE,mukhtar.bok
أَنِفٌ,أنف,	أن ف,TRUE,mukhtar.bok
الِاسْتِئْنَافُ,الاستأناف,	أن ف,TRUE,mukhtar.bok
الِائْتِنَافُ,الاأتناف,	أن ف,TRUE,mukhtar.bok
آنِفًا,أانفا,	أن ف,TRUE,mukhtar.bok
أَنِيقٌ,أنيق,	أن ق,TRUE,mukhtar.bok
تَأَنَّقَ,تأنق,	أن ق,TRUE,mukhtar.bok
الْآنُكُ,الأانك,	أن ك,TRUE,mukhtar.bok
أَنَّ,أن,	أن ن,TRUE,mukhtar.bok
أَنِينًا,أنينا,	أن ن,TRUE,mukhtar.bok
أُنَانًا,أنانا,	أن ن,TRUE,mukhtar.bok
تَأْنَانًا,تأنانا,	أن ن,TRUE,mukhtar.bok
إِنَّ,أن,	أن ن,TRUE,mukhtar.bok
أَنَّ,أن,	أن ن,TRUE,mukhtar.bok
إِنِّي,أني,	أن ن,TRUE,mukhtar.bok
إِنَّنِي,أنني,	أن ن,TRUE,mukhtar.bok
أَنْ,أن,	أن ن,TRUE,mukhtar.bok
أَنَا,أنا,	أن ن,TRUE,mukhtar.bok
ي,ي,	أن ن,TRUE,mukhtar.bok
أَنَّى,أنى,	أن ى,TRUE,mukhtar.bok
أَنَى,أنى,	أن ا,TRUE,mukhtar.bok
إِنًى,أنى,	أن ا,TRUE,mukhtar.bok
أَنَى,أنى,	أن ا,TRUE,mukhtar.bok
آنَاءُ,أاناأ,	أن ا,TRUE,mukhtar.bok
إِنًى,أنى,	أن ا,TRUE,mukhtar.bok
إِنْيٌ,أني,	أن ا,TRUE,mukhtar.bok
إِنْوٌ,أنو,	أن ا,TRUE,mukhtar.bok
تَأَنَّى,تأنى,	أن ا,TRUE,mukhtar.bok
اسْتَأْنَى,استأنى,	أن ا,TRUE,mukhtar.bok
الْأَنَاةُ,الأناة,	أن ا,TRUE,mukhtar.bok
الْإِنَاءُ,الأناأ,	أن ا,TRUE,mukhtar.bok
آنِيَةٌ,أانية,	أن ا,TRUE,mukhtar.bok
أَوَانٍ,أوان,	أن ا,TRUE,mukhtar.bok
تَأَهَّبَ,تأهب,	أهـ ب,TRUE,mukhtar.bok
أُهْبَةُ,أهبة,	أهـ ب,TRUE,mukhtar.bok
أُهَبٌ,أهب,	أهـ ب,TRUE,mukhtar.bok
الْإِهَابُ,الأهاب,	أهـ ب,TRUE,mukhtar.bok
الْأَهْلُ,الأهل,	أهـ ل,TRUE,mukhtar.bok
الْأَهْلَةُ,الأهلة,	أهـ ل,TRUE,mukhtar.bok
أَهْلَاتٌ,أهلات,	أهـ ل,TRUE,mukhtar.bok
أَهَلَاتٌ,أهلات,	أهـ ل,TRUE,mukhtar.bok
أَهَالٍ,أهال,	أهـ ل,TRUE,mukhtar.bok
آهَالٌ,أاهال,	أهـ ل,TRUE,mukhtar.bok
الْإِهَالَةُ,الأهالة,	أهـ ل,TRUE,mukhtar.bok
الْمُسْتَأْهِلُ,المستأهل,	أهـ ل,TRUE,mukhtar.bok
الْإِهَالَةَ,الأهالة,	أهـ ل,TRUE,mukhtar.bok
أَهَلَ,أهل,	أهـ ل,TRUE,mukhtar.bok
تَأَهَّلَ,تأهل,	أهـ ل,TRUE,mukhtar.bok
أَهْلًا,أهلا,	أهـ ل,TRUE,mukhtar.bok
أَهَّلَهُ,أهله,	أهـ ل,TRUE,mukhtar.bok
تَأْهِيلًا,تأهيلا,	أهـ ل,TRUE,mukhtar.bok
آبَ,أاب,	أوب,TRUE,mukhtar.bok
أَوْبَةً,أوبة,	أوب,TRUE,mukhtar.bok
إِيَابًا,أيابا,	أوب,TRUE,mukhtar.bok
الْأَوَّابُ,الأواب,	أوب,TRUE,mukhtar.bok
الْمَآبُ,المأاب,	أوب,TRUE,mukhtar.bok
أْتَابَ,أتاب,	أوب,TRUE,mukhtar.bok
اتَّأَبَ,اتأب,	أوب,TRUE,mukhtar.bok
آبَتِ,أابت,	أوب,TRUE,mukhtar.bok
أَوِدَ,أود,	أود,TRUE,mukhtar.bok
تَأَوَّدَ,تأود,	أود,TRUE,mukhtar.bok
آدَهُ,أاده,	أود,TRUE,mukhtar.bok
مَئُودٌ,مأود,	أود,TRUE,mukhtar.bok
الْإِوَزَّةُ,الأوزة,	أوز,TRUE,mukhtar.bok
الْإِوَزُّ,الأوز,	أوز,TRUE,mukhtar.bok
إِوَزُّونَ,أوزون,	أوز,TRUE,mukhtar.bok
الْآسُ,الأاس,	أوس,TRUE,mukhtar.bok
الْآفَةُ,الأافة,	أوف,TRUE,mukhtar.bok
إِيفَ,أيف,	أوف,TRUE,mukhtar.bok
آفَةٌ,أافة,	أوف,TRUE,mukhtar.bok
التَّأْوِيلُ,التأويل,	أول,TRUE,mukhtar.bok
أَوَّلَهُ,أوله,	أول,TRUE,mukhtar.bok
تَأَوَّلَهُ,تأوله,	أول,TRUE,mukhtar.bok
آلُ,أال,	أول,TRUE,mukhtar.bok
آلُهُ,أاله,	أول,TRUE,mukhtar.bok
الْآلُ,الأال,	أول,TRUE,mukhtar.bok
الْآلَةُ,الأالة,	أول,TRUE,mukhtar.bok
آلَاتٌ,أالات,	أول,TRUE,mukhtar.bok
الْآلَةُ,الأالة,	أول,TRUE,mukhtar.bok
الْإِيَالَةُ,الأيالة,	أول,TRUE,mukhtar.bok
آلَ,أال,	أول,TRUE,mukhtar.bok
إِيَالًا,أيالا,	أول,TRUE,mukhtar.bok
آلَ,أال,	أول,TRUE,mukhtar.bok
الْأُيَّلُ,الأيل,	أول,TRUE,mukhtar.bok
أُولُو,أولو,	أول,TRUE,mukhtar.bok
أُولَاتُ,أولات,	أول,TRUE,mukhtar.bok
أُولُو,أولو,	أول,TRUE,mukhtar.bok
أُولَاتُ,أولات,	أول,TRUE,mukhtar.bok
أُولَى,أولى,	أول,TRUE,mukhtar.bok
أُولَاءِ,أولاأ,	أول,TRUE,mukhtar.bok
هَؤُلَاءِ,هألاأ,	أول,TRUE,mukhtar.bok
أُولَئِكَ,أولأك,	أول,TRUE,mukhtar.bok
أُولَاكَ,أولاك,	أول,TRUE,mukhtar.bok
أُولَالِكَ,أولالك,	أول,TRUE,mukhtar.bok
الْأُلَى,الألى,	أول,TRUE,mukhtar.bok
الْأُوَامُ,الأوام,	أوم,TRUE,mukhtar.bok
الْأَوَانُ,الأوان,	أون,TRUE,mukhtar.bok
آوِنَةٌ,أاونة,	أون,TRUE,mukhtar.bok
آوِنَةً,أاونة,	أون,TRUE,mukhtar.bok
الْإِوَانُ,الأوان,	أون,TRUE,mukhtar.bok
الْإِيوَانُ,الأيوان,	أون,TRUE,mukhtar.bok
أُونٌ,أون,	أون,TRUE,mukhtar.bok
إِيوَانَاتٌ,أيوانات,	أون,TRUE,mukhtar.bok
أَوَاوِينُ,أواوين,	أون,TRUE,mukhtar.bok
أَوْهِ,أوه,	أوهـ,TRUE,mukhtar.bok
آهٍ,أاه,	أوهـ,TRUE,mukhtar.bok
أَوِّهْ,أوه,	أوهـ,TRUE,mukhtar.bok
آوَّهْ,أاوه,	أوهـ,TRUE,mukhtar.bok
أَوَّتَاهُ,أوتاه,	أوهـ,TRUE,mukhtar.bok
أَوَّهَ,أوه,	أوهـ,TRUE,mukhtar.bok
تَأْوِيهًا,تأويها,	أوهـ,TRUE,mukhtar.bok
تَأَوَّهَ تَأَوُّهًا,تأوهتأوها,	أوهـ,TRUE,mukhtar.bok
أَوَّهْ,أوه,	أوهـ,TRUE,mukhtar.bok
الْآهَةُ,الأاهة,	أوهـ,TRUE,mukhtar.bok
أَهَّ,أه,	أوهـ,TRUE,mukhtar.bok
الْمَأْوَى,المأوى,	أوي,TRUE,mukhtar.bok
أَوَى,أوى,	أوي,TRUE,mukhtar.bok
أُوِيًّا,أويا,	أوي,TRUE,mukhtar.bok
إِوَاءً,أواأ,	أوي,TRUE,mukhtar.bok
آوَاهُ,أاواه,	أوي,TRUE,mukhtar.bok
إِيوَاءً,أيواأ,	أوي,TRUE,mukhtar.bok
أَوَاهُ,أواه,	أوي,TRUE,mukhtar.bok
أَوَى,أوى,	أوي,TRUE,mukhtar.bok
أَوْيَةً,أوية,	أوي,TRUE,mukhtar.bok
إِيَّةً,أية,	أوي,TRUE,mukhtar.bok
مَأْوِيَةً,مأوية,	أوي,TRUE,mukhtar.bok
مَأْوَاةً,مأواة,	أوي,TRUE,mukhtar.bok
ابْنُ آوَى,ابنأاوى,	أوي,TRUE,mukhtar.bok
بَنَاتُ آوَى,بناتأاوى,	أوي,TRUE,mukhtar.bok
إِيًّا,أيا,	إ ي ا,TRUE,mukhtar.bok
إِيَّاكَ,أياك,	إ ي ا,TRUE,mukhtar.bok
إِيَّايَ,أياي,	إ ي ا,TRUE,mukhtar.bok
إِيَّاهُ,أياه,	إ ي ا,TRUE,mukhtar.bok
إِيَّانَا,أيانا,	إ ي ا,TRUE,mukhtar.bok
آدَ,أاد,	أي د,TRUE,mukhtar.bok
الْأَيْدُ,الأيد,	أي د,TRUE,mukhtar.bok
الْآدُ,الأاد,	أي د,TRUE,mukhtar.bok
أَيَّدَهُ تَأْيِيدًا,أيدهتأييدا,	أي د,TRUE,mukhtar.bok
مُؤَيِّدٌ,مأيد,	أي د,TRUE,mukhtar.bok
آيَدَهُ,أايده,	أي د,TRUE,mukhtar.bok
مُؤْيَدٌ,مأيد,	أي د,TRUE,mukhtar.bok
تَأَيَّدَ,تأيد,	أي د,TRUE,mukhtar.bok
أَيِّدٌ,أيد,	أي د,TRUE,mukhtar.bok
