Root,No of derevatives found,derevatives found,Root Length,Has Vowel,Full Text
عف,11, عف عَفِيْف العِفة والعَفاف والعَفْعَف وعفْعَفَ والعفَافَة والعُفة وعَف والعفة عِفانِ,2,no vowel, *[عف]*	 رجل [عف] [عَفِيْف] بينُ [العِفة] [والعَفاف] [والعَفْعَف] ثَمَرُ الطلْح وعفْعَفَ إذا أكله [والعفَافَة] [والعُفة] بقية اللبن في الضرْع وقد أعَفت الشاة [وعَف] اللبنُ في الضرْع [والعفة] العَجوز وسمكةٌ جَرْداء صغيرة وأتيتُكَ على عِفانِ ذلك وإفانِه
فع,8, الفَعْفَعَةُ فاعْ فاعْ فَعْفَاع والفَعْفَعَاني والفَعْفَع والفُعافِع والفَعْفَع,2,no vowel, *فع*	 الفَعْفَعَةُ قول الراعي فاعْ فاعْ للغَنم وهو [فَعْفَاع] [[[والفَعْفَع]]َاني] [[والفَعْفَع]] [والفُعافِع] القَصاب والخَفيف [[والفَعْفَع]] الجدْيُ في لغة بطنٍ من اليمن
عب,17, العَب وعُبَاب عَباب عَباب تعب وعب واليَعْبُوب والعَبْعَبُ تَعَبْعَبَ والعَبِيْبَة والعَبْعَاب والعُبَب عُبَبُ والعب عُبية وعب عُب,2,no vowel, *عب*	 [العَب] شِدة الجَرْع [وعُبَاب] الأمر أوله ومن البحر أكثره ويقولون   إذا وَردَت الظباءُ الماءَ فلا [[عَباب]] وإذا لم تَرِدْ فلا أباب   لا [[عَباب]] أي لا [تعب] فيه ولا أباب أي لا تأب لِطَلَبه أي لا تتهيأ [[وعب]] الغَرْبُ صَوت [واليَعْبُوب] الفَرَس الكثير الجَرْي والجدول الكثير الماء والطويل والعَبْعَبُ نَعْمَة الشباب؛ ومنه تَعَبْعَبَ أي حَسُنَ وضَرب من الأكسية أيضاً [والعَبِيْبَة]  شَراب يًتخَذ من مَغافِر العرْفُط والرائب من الألبان  [والعَبْعَاب] الطويل والذي يخرج صوتُه من حَلْقه والسيْل الذي يُسمَع خَريرُه من بُعْد [والعُبَب] نبْتٌ؛ وقيل شَجَرٌ وقال محمد بن حبيب والأثْرَم [عُب]َبُ الثعلب؛ ومَنْ قَال عِنَب فقد أخْطأ - [والعب] الردْن ورجل أعَب غليظ الأنف وفقير أيضاً وفيه [عُبية] أي كِبْر [[وعب]] [عُب] ْ- بالضم - زَجْرٌ للتيْس
بع,9, البَعَاع والبَعَع وبَع بعاً وبعاعاً بعَاعَه والبعْبَعَة والبعة والبعابِعَة,2,no vowel, *بع*	 [البَعَاع] [والبَعَع] الثقَل والجَهاز [وبَع] السحابُ بعاً وبعاعاً ألح بمكان  وألْقى عليه [بعَاعَه] أي نَفْسه [والبعْبَعَة] حكايةُ صوت [والبعة] من أولاد الابل الوَلَد بين الهبَع والرُّبَع [والبعابِعَة] الفقراء؛ ولا يُعْرَف واحِده
عم,33, عُمَّ عُمم مُعَم ومُعِم ومُعْتَم واسْتَعم وتَعَممَ عَماً وعُمِّمَ مُعَممَة والعَميم والعَمَم العَميم العُمُمُ والعم والعَمَم عُمُمِه والعَماعِم عَم العُموم عَمَاعِمُ عُموماً عَماعِما العم والعَماعِم عَم عَم عم والعِمامَة عُميَّةٌ عُمَية يعم عَمِيْمِهِم,2,no vowel, *[عم]*	 عُمَّ رأسُه مثل [عُمم] وهو [مُ[[[عَم]]]] مُخْوَل؛ [ومُعِم] مُخْوِل؛ [ومُعْتَم] مًخَول أيضاً [واسْتَ[عم]] وتَعَممَ اتخَذَ عَماً وعُمِّمَ الرجلُ سُود وَشاة [مُعَممَة] بيضاء الرأس  [والعَميم] [[والعَمَم]] الطويل التام من كل شيء وجميع [العَميم] العُمُمُ [والعم] [[والعَمَم]] السيد أيضاً واستوى الشَبابُ على [عُمُمِه] أي تمامه [[والعَماعِم]]  الجماعات الواحد [[[عَم]]] وقد يُجْمَع على [العُموم] والقومُ [[[عَم]]]َاعِمُ متفرقون أيضاً قال لبيد  وأجْعَلَ أقواماً عُموماً [عَماعِما]  وهذا كالجَمْع والجُماع وما في [العم] مِثْلُه أي في الخَلْق [[والعَماعِم]]  تَباعُدُ الأعمام عن الأعمام اللح؛ كأنْ يُقال [[[عَم]]] [[[عَم]]] [عم] فلان والأعم الغَليظ الضخم [والعِمامَة]  عيدان تشَدُّ بعضُها الى بعض في البحر ثم تُرْكَب وفيه عُميَّةٌ  أي كِبْر وهو ذو [عُمَية] [يعم] بنصره أصحابه وهو من [[[عَم]]]ِيْمِهِم أي من خالِصهم
مع,9, المَعْمَعَة والمَعْمَعَةُ مَعْمَعَة ومَعْمَعَت ومَعْمَعَةُ ومَعْمَعانُهما والمَعْمَع والمَعْمَعي مَعَ,2,no vowel, *مع*	 [المَعْ[مَعَ]ة] صوتُ الحَريق؛ والشجَعاء في الحرب واسْتِعارهما [والمَعْمَع]َةُ القِتال والعَمَل على عَجَل وهو ذو [مَعْ[مَعَ]ة]  أي صبرٍ على الأمور ومُزَاوَلة [ومَعْ[مَعَ]ت] السَّحابةُ الأرضَ حَلَبَتْ عليها المطر َدفعةً واحدة فَقَشَرَتْهَا ومَعْ[مَعَ]ةُ الريح والحر [ومَعْمَعانُهما] شدتهما [والمَعْمَع]  المرأة الذكية وقيل التي أمرُها مجتَمِع لا تُعْطي أحداً من مالها شيئاً [والمَعْمَعي] الذي يكون مَعَ مَنْ غَلَب
قهع,0,,3,no vowel, *قهع*	 أهمله الخليل وحكى الخارزنجي  قَهْقَعَ الدب قِهْقَاعاً حِكاية صوته في ضَحكه
هقع,16, الهَقْعَة مَهْقُوع والهَقْعَة هُقَعَة هَقْعَة اهتَقَعَتْكَ واهْتُقِعَ وتُهُقًعَ واهْتَقَعَ هَقِعَة واهْتُقِعَ هَقِعٌ وانْهقَعَ وتَهَقعَ والهُقَاع والهَيْقَعَة,3,no vowel, *هقع*	 [الهَقْعَة] دائرة بجَنْب الدابة عند المَرْكَل يُتَشاءَمُ بها والبِرْذَوْن [مَهْقُوع] [والهَقْعَة] - رأسَ الجَوْزاء - ثلاثة كواكب ورجلٌ [هُقَعَة] كثير الاضطجاع والاتكاء بين القوم والسريع الانكسار أيضاً يُقال أدرَكَتْكَ [هَقْعَة] اهتَقَعَتْكَ أي صَدتْك واهْتُقِعَ وتُهُقًعَ نُكِس واهْتَقَعَ الفحلُ الناقةَ تَنوخَها للضِّراب وناقةٌ [هَقِعَة] ضَبِعَة واهْتُقِعَ لونُه تَغير ورجل هَقِعٌ  حريص وانْهقَعَ جَاع وخَمُص وتَهَقعَ تَسَفه [والهُقَاع] غَفلة تصيب من هم أو مرض [والهَيْقَعَة] حِكَاية وَقْع السيف
عهق,7, العوْهَق والعَوهقان وعَوْهَق عَوْهَق وعَوْهَقه والعَيْهَقَة والعَيْهَق,3,no vowel, *عهق*	 [العوْهَق] اللازورْد والغُرابُ والبَعيرُ والثور؛ السود الجسيمة والطويل العُنقِ المديدُ من الظباء وغيرها والخُطافُ الجَبَلِي الأسود والحمَامَة إلى الوُرْقَة وخِيارُ النَّبْع ولُبابه [والعَوهقان] كَوْكَبان إلى جَنْب الفرقدَيْن [وعَوْهَق] اسم مَعْرِفة لفَحل قديم ويقولون للإبل بَنات [عَوْهَق] [وعَوْهَقه] ضَللَه [[والعَيْهَق]َة] النشاط وهو التحَير في الشيء أيضاً [والعَيْهَق] طائر ولا أحقه
عهك,2, العَيْهَكَة بعَيْهَكَتِنا,3,no vowel, *عهك*	 أهمله الخليل وحكى الخارزنجي  [العَيْهَكَة] الاقتتال والصراع وسَمِعوا [بعَيْهَكَتِنا] أي بصياحِنا
هكع,9, الهُكاع والهَكْع هَكَعَ وهَكَعَ هُكُوعاً وهَكَعَ هَكِعَة لهُكَعَةٌ وهَكَعَ,3,no vowel, *هكع*	 [الهُكاع] [والهَكْع] السعال؛ وقد هَكَعَ وهَكَعَ البعيرُ هُكُوعاً بَرَكَ وهو السكون والركوع والخُشوع أيضاً وهَكَعَ نام وهكَهعَ العَظْمُ انكسر بعد الجَبْر وناقة [هَكِعَة] ضَبِعَة وإنه لهُكَعَةٌ نُكَعَة  أي لا يبرح مجلساً حمقاً وهَكَعَ بالبلد نَزَلَ به
عجه,2, عجهَ وتَعَجهَ,3,no vowel, *عجه*	 أهمله الخليل وحكى الخارزنجي  عجهَ بين مُحِبين عانَهما حتى أوقَعَ الفُرْقة وتَعَجهَ الأمرُ الْتَوى  هجع الهجوع النوم بالليل خاصة ولَقيته بعد هَجْعَةٍ وبعد هجيع من الليل ورجل هِجْعٌ وهُجَعٌ وهَجِع أحمقُ سريعُ الاستنامةِ إلى كل أحَد وهَجَعَ الجوعُ غَرثَ ونَقَص  وطريقٌ تَهْجَغ واسِعٌ 
عهج,1, العَوهَج,3,no vowel, *عهج*	 [العَوهَج] الظبية الطويلة العُنق وقيل التي في حَقْوَيها خُطتانِ سوداوان والناقة الفَتية والنعامة والمرأة الحَسَنَة اللوْن والأعرج  والحية الطويلة وهو - بعدُ - نعتٌ لكل طويل
عضه,10, بالعَضِيْهة؛ عَضهتُه العَضِيْهة والعِضَاه وعِضهة وعِضَاهَة عَضِيْهَة العِضاه عَضِه وعَاضِه,3,no vowel, *عضه*	 أعْضَهْتُ جثتَ بالعَضِيْهة؛ وهي الإفْك وقد [عَضهتُه] رَمَيْته بالزور وهو أيضاً من كلام الكَهَنة والسحَرَة والاسم [العَضِيْهة] [والعِضَاه] من شَجَر الشوْك؛ وهو ما كان له أرومَةٌ تبقى على الشتاء وفي واحده قيل عِضَة [وعِضهة] [وعِضَاهَة] وأرضٌ [عَضِيْهَة] كثيرة [العِضاه] وبعيرٌ [عَضِه] يشتكي أكْلَه [وعَاضِه] إذا أكَله العين والهاء والسين
هسع,4, يَهْسَع هَاسِع وهُسَع ومِهْسَع,3,no vowel, *هسع*	 أهمل الخليلُ البابَ أصلاً وحكى الخارزنجي  مر [يَهْسَع] أي يُسْرِع وبه سمًي [هَاسِع] [وهُسَع] ابنا حِمْيَر [ومِهْسَع] اسم رجل
هزع,13, اهْتَزَعوا وهَزيعٌ وهِزاعٌ وتَهزع والتًهَزعُ والاهْتِزاع يَهْزَع واهْتَزَعَ وتَهَزعَتْ مِهْزَعاً والتهْزِيعُ والهَيْزَعَة هَزِيْعَة,3,no vowel, *هزع*	 [اهْتَزَعوا] خرجوا بِهَزِيْم من الليل؛ وهو مُضيُّ ساعةٍ منه وما في الكِنانةِ أهْزَعُ وهَزيعٌ وهِزاعٌ  أي سَهْم؛ وهو أرْدَؤها وقيل الأهْزَع سَهْمٌ يُتَيمنُ به فيدخَر في الكنانة وما في الدارِ أهْزَعُ أي أحَدٌ  وما لَهُ أهْزَع أي مالٌ  والأهْزَع الرمح أيضاً [وتَهزع] له تَنَكَر َوعَبَس  والتًهَزعُ [والاهْتِزاع] الاضطراب في المشْي والاهتزاز ومَر [يَهْزَع] أي يُسْرِع ويعرُجُ؛ جميعاً واهْتَزَعَ عُوْداً من الشَّجَر اقتطع وتَهَزعَتْ عِظامُه تكسَّرتْ ومنه سُمَي الأسَدُ والمِدَقُّ مِهْزَعاً والتهْزِيعُ في الحَنَكِ الْتِواء اللَحْي الأسفل [والهَيْزَعَة] الجَلَبةُ في قتال والخوف أيضاً وليلةٌ [هَزِيْعَة] باردة
عز,9, عِزْهاة تَعَزهَتْ عِزْهَاةٌ عَزِهَ عَزَهاً العِزهاةِ عِزْهُون والعِزْهى عَزاهي,2,no vowel, *عز*	 أرضٌ [عِزْهاة] مُتباعدة وقد تَعَزهَتْ ورجل عِزْهَاةٌ وعِزْهَاءٌ وعِزْهَاءةٌ  لئيم والذي لا يطرَبُ للسماع واللَّهو وقد عَزِهَ عَزَهاً وجمع العِزهاةِ [عِزْهُون] [والعِزْهى] الذي لا يكتُمُ بُغضَه لك وجمعه [عَزاهي]
